FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Salary,Team,TierRank
Tommylee,Oak@NO 01:00PM ET,7147575,Lewis,Tommylee Lewis,Tommylee Lewis (7147575),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Dominique,SD@KC 01:00PM ET,7147602,Williams,Dominique Williams,Dominique Williams (7147602),KC,WR,0.0,0.0,0.0,0.0,3000,SD,0.0
Jay,Det@Ind 04:25PM ET,7147744,Lee,Jay Lee,Jay Lee (7147744),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
J.D.,TB@Atl 01:00PM ET,7147488,McKissic,J.D. McKissic,J.D. McKissic (7147488),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Robby,Cin@NYJ 01:00PM ET,7147553,Anderson,Robby Anderson,Robby Anderson (7147553),CIN,WR,0.0,4.0,4.0,0.0,3000,NYJ,0.0
Will,TB@Atl 01:00PM ET,7147286,Ratelle,Will Ratelle,Will Ratelle (7147286),TB,RB,0.0,0.0,0.0,0.0,3000,ATL,0.0
Stephen,Buf@Bal 01:00PM ET,7147378,Houston,Stephen Houston,Stephen Houston (7147378),BUF,RB,0.0,0.0,0.0,0.0,3000,BAL,0.0
Shane,GB@Jax 01:00PM ET,7147674,Wynn,Shane Wynn,Shane Wynn (7147674),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Kenneth,SD@KC 01:00PM ET,7147363,Farrow,Kenneth Farrow,Kenneth Farrow (7147363),KC,RB,0.0,1.3,1.3,0.0,3000,SD,0.0
Darrin,SD@KC 01:00PM ET,7147364,Reaves,Darrin Reaves,Darrin Reaves (7147364),SD,RB,0.0,0.0,0.0,0.0,3000,KC,0.0
Rannell,Cle@Phi 01:00PM ET,7147527,Hall,Rannell Hall,Rannell Hall (7147527),PHI,WR,0.0,0.0,0.0,0.0,3000,CLE,0.0
George,Oak@NO 01:00PM ET,7147350,Atkinson III,George Atkinson III,George Atkinson III (7147350),NO,RB,0.0,0.0,0.0,0.0,3000,OAK,0.0
DeAndre,NE@Ari 08:30PM ET,7147768,Carter,DeAndre Carter,DeAndre Carter (7147768),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Andrew,Cin@NYJ 01:00PM ET,7147335,Bonnet,Andrew Bonnet,Andrew Bonnet (7147335),NYJ,RB,0.0,0.0,0.0,0.0,3000,CIN,0.0
Alan,TB@Atl 01:00PM ET,7147287,Cross,Alan Cross,Alan Cross (7147287),ATL,RB,0.0,0.0,0.0,0.0,3000,TB,0.0
Tevin,Chi@Hou 01:00PM ET,7147649,Jones,Tevin Jones,Tevin Jones (7147649),CHI,WR,0.0,0.0,0.0,0.0,3000,HOU,0.0
Chandler,Cin@NYJ 01:00PM ET,7147554,Worthy,Chandler Worthy,Chandler Worthy (7147554),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Trevor,GB@Jax 01:00PM ET,7147677,Davis,Trevor Davis,Trevor Davis (7147677),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
Brittan,NE@Ari 08:30PM ET,7147769,Golden,Brittan Golden,Brittan Golden (7147769),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Tyrell,SD@KC 01:00PM ET,7147603,Williams,Tyrell Williams,Tyrell Williams (7147603),KC,WR,6.53,3.9,3.49114636281,0.0,3000,SD,0.0
Jhurell,Min@Ten 01:00PM ET,7147305,Pressley,Jhurell Pressley,Jhurell Pressley (7147305),TEN,RB,0.0,0.0,0.0,0.0,3000,MIN,0.0
Kolby,Buf@Bal 01:00PM ET,7147632,Listenbee,Kolby Listenbee,Kolby Listenbee (7147632),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Isaac,Min@Ten 01:00PM ET,7147505,Fruechte,Isaac Fruechte,Isaac Fruechte (7147505),TEN,WR,0.0,0.0,0.0,0.0,3000,MIN,0.0
KJ,NYG@Dal 04:25PM ET,7147718,Maye,KJ Maye,KJ Maye (7147718),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Joe,Oak@NO 01:00PM ET,7147577,Hansley,Joe Hansley,Joe Hansley (7147577),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Daniel,Chi@Hou 01:00PM ET,7147650,Braverman,Daniel Braverman,Daniel Braverman (7147650),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Jordan,Oak@NO 01:00PM ET,7147578,Williams-Lambert,Jordan Williams-Lambert,Jordan Williams-Lambert (7147578),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Alex,Cin@NYJ 01:00PM ET,7147555,Erickson,Alex Erickson,Alex Erickson (7147555),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Paul,Chi@Hou 01:00PM ET,7147396,Lasike,Paul Lasike,Paul Lasike (7147396),HOU,RB,0.0,0.0,0.0,0.0,3000,CHI,0.0
D.J.,NE@Ari 08:30PM ET,7147468,Foster,D.J. Foster,D.J. Foster (7147468),ARI,RB,0.0,0.0,0.0,0.0,3000,NE,0.0
Glenn,Buf@Bal 01:00PM ET,7147379,Gronkowski,Glenn Gronkowski,Glenn Gronkowski (7147379),BAL,RB,0.0,0.0,0.0,0.0,3000,BUF,0.0
Zac,Mia@Sea 04:05PM ET,7147421,Brooks,Zac Brooks,Zac Brooks (7147421),MIA,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0
Marshaun,NYG@Dal 04:25PM ET,7147437,Coprich,Marshaun Coprich,Marshaun Coprich (7147437),DAL,RB,0.0,0.0,0.0,0.0,3000,NYG,0.0
Byron,Cle@Phi 01:00PM ET,7147318,Marshall,Byron Marshall,Byron Marshall (7147318),CLE,RB,0.0,0.0,0.0,0.0,3000,PHI,0.0
Russell,TB@Atl 01:00PM ET,7147288,Hansbrough,Russell Hansbrough,Russell Hansbrough (7147288),ATL,RB,0.0,0.0,0.0,0.0,3000,TB,0.0
Cordarrelle,Min@Ten 01:00PM ET,7147507,Patterson,Cordarrelle Patterson,Cordarrelle Patterson (7147507),TEN,WR,0.0,0.0,0.803026341845,0.0,3000,MIN,0.0
Trey,Det@Ind 04:25PM ET,7147451,Williams,Trey Williams,Trey Williams (7147451),DET,RB,0.0,0.0,0.0,0.0,3000,IND,0.0
Chris,NE@Ari 08:30PM ET,7147770,Harper,Chris Harper,Chris Harper (7147770),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Kenny,Mia@Sea 04:05PM ET,7147701,Lawler,Kenny Lawler,Kenny Lawler (7147701),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Darius,NYG@Dal 04:25PM ET,7147719,Powe,Darius Powe,Darius Powe (7147719),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Devin,TB@Atl 01:00PM ET,7147489,Fuller,Devin Fuller,Devin Fuller (7147489),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Jordan,Cle@Phi 01:00PM ET,7147528,Payton,Jordan Payton,Jordan Payton (7147528),PHI,WR,0.0,0.0,0.0,0.0,3000,CLE,0.0
Damien,Mia@Sea 04:05PM ET,7147422,Williams,Damien Williams,Damien Williams (7147422),SEA,RB,3.21,1.7,0.0,0.0,3000,MIA,0.0
Marcus,Cle@Phi 01:00PM ET,7147530,Johnson,Marcus Johnson,Marcus Johnson (7147530),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Cayleb,Cle@Phi 01:00PM ET,7147531,Jones,Cayleb Jones,Cayleb Jones (7147531),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Max,Oak@NO 01:00PM ET,7147580,McCaffrey,Max McCaffrey,Max McCaffrey (7147580),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Herb,GB@Jax 01:00PM ET,7147678,Waters,Herb Waters,Herb Waters (7147678),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
Quinshad,Det@Ind 04:25PM ET,7147745,Davis,Quinshad Davis,Quinshad Davis (7147745),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Tevaun,Det@Ind 04:25PM ET,7147746,Smith,Tevaun Smith,Tevaun Smith (7147746),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Daniel,Det@Ind 04:25PM ET,7147747,Anthrop,Daniel Anthrop,Daniel Anthrop (7147747),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Brandon,Mia@Sea 04:05PM ET,7147702,Shippen,Brandon Shippen,Brandon Shippen (7147702),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
Marquis,NE@Ari 08:30PM ET,7147771,Bundy,Marquis Bundy,Marquis Bundy (7147771),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Abou,Det@Ind 04:25PM ET,7147452,Toure,Abou Toure,Abou Toure (7147452),DET,RB,0.0,0.0,0.0,0.0,3000,IND,0.0
Dennis,Cle@Phi 01:00PM ET,7147532,Parks,Dennis Parks,Dennis Parks (7147532),PHI,WR,0.0,0.0,0.0,0.0,3000,CLE,0.0
Jalen,Oak@NO 01:00PM ET,7147351,Richard,Jalen Richard,Jalen Richard (7147351),NO,RB,0.0,0.0,9.22450897966,0.0,3000,OAK,0.0
Mekale,Det@Ind 04:25PM ET,7147748,McKay,Mekale McKay,Mekale McKay (7147748),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Jonathan,Buf@Bal 01:00PM ET,7147381,Williams,Jonathan Williams,Jonathan Williams (7147381),BAL,RB,0.0,0.0,0.0,0.0,3000,BUF,0.0
Ricardo,Cle@Phi 01:00PM ET,7147533,Louis,Ricardo Louis,Ricardo Louis (7147533),PHI,WR,0.0,0.0,2.11362241365,0.0,3000,CLE,0.0
Darius,NYG@Dal 04:25PM ET,7147439,Jackson,Darius Jackson,Darius Jackson (7147439),NYG,RB,0.0,1.2,1.2,0.0,3000,DAL,0.0
Kenyan,Mia@Sea 04:05PM ET,7147423,Drake,Kenyan Drake,Kenyan Drake (7147423),SEA,RB,0.0,2.6,0.0,0.0,3000,MIA,0.0
Cody,Cin@NYJ 01:00PM ET,7147556,Core,Cody Core,Cody Core (7147556),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Jaydon,Oak@NO 01:00PM ET,7147581,Mickens,Jaydon Mickens,Jaydon Mickens (7147581),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Keenan,Buf@Bal 01:00PM ET,7147634,Reynolds,Keenan Reynolds,Keenan Reynolds (7147634),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Brandon,GB@Jax 01:00PM ET,7147408,Burks,Brandon Burks,Brandon Burks (7147408),JAX,RB,0.0,0.0,0.0,0.0,3000,GB,0.0
Chris,SD@KC 01:00PM ET,7147365,Swain,Chris Swain,Chris Swain (7147365),KC,RB,0.0,0.0,0.0,0.0,3000,SD,0.0
Sione,Oak@NO 01:00PM ET,7147352,Houma,Sione Houma,Sione Houma (7147352),OAK,RB,0.0,0.0,0.0,0.0,3000,NO,0.0
DeAndre,SD@KC 01:00PM ET,7147604,Reaves,DeAndre Reaves,DeAndre Reaves (7147604),KC,WR,0.0,0.0,0.0,0.0,3000,SD,0.0
Alonzo,Cin@NYJ 01:00PM ET,7147557,Russell,Alonzo Russell,Alonzo Russell (7147557),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Chris,NYG@Dal 04:25PM ET,7147721,Brown,Chris Brown,Chris Brown (7147721),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Ed,NYG@Dal 04:25PM ET,7147722,Eagan,Ed Eagan,Ed Eagan (7147722),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Darrin,Chi@Hou 01:00PM ET,7147651,Peterson,Darrin Peterson,Darrin Peterson (7147651),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Chris,TB@Atl 01:00PM ET,7147490,King,Chris King,Chris King (7147490),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Chester,Det@Ind 04:25PM ET,7147749,Rogers,Chester Rogers,Chester Rogers (7147749),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Chris,NE@Ari 08:30PM ET,7147772,Hubert,Chris Hubert,Chris Hubert (7147772),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Tajae,Min@Ten 01:00PM ET,7147509,Sharpe,Tajae Sharpe,Tajae Sharpe (7147509),MIN,WR,11.83,11.3,10.1948195026,7.07,3000,TEN,7.0
Derek,Chi@Hou 01:00PM ET,7147652,Keaton,Derek Keaton,Derek Keaton (7147652),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Andy,NYG@Dal 04:25PM ET,7147723,Jones,Andy Jones,Andy Jones (7147723),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
John,GB@Jax 01:00PM ET,7147409,Crockett,John Crockett,John Crockett (7147409),JAX,RB,0.0,0.0,0.0,0.0,3000,GB,0.0
Dwayne,Det@Ind 04:25PM ET,7147453,Washington,Dwayne Washington,Dwayne Washington (7147453),IND,RB,0.0,0.0,0.0,0.0,3000,DET,0.0
Demarcus,SD@KC 01:00PM ET,7147605,Robinson,Demarcus Robinson,Demarcus Robinson (7147605),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Wendell,Cle@Phi 01:00PM ET,7147320,Smallwood,Wendell Smallwood,Wendell Smallwood (7147320),CLE,RB,0.0,1.6,1.6,3.05,3000,PHI,0.0
Jalin,Cin@NYJ 01:00PM ET,7147558,Marshall,Jalin Marshall,Jalin Marshall (7147558),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Lucky,NYG@Dal 04:25PM ET,7147724,Whitehead,Lucky Whitehead,Lucky Whitehead (7147724),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Adam,Min@Ten 01:00PM ET,7147510,Thielen,Adam Thielen,Adam Thielen (7147510),TEN,WR,0.0,0.0,1.46594733091,0.0,3000,MIN,0.0
Khiry,Cin@NYJ 01:00PM ET,7147337,Robinson,Khiry Robinson,Khiry Robinson (7147337),CIN,RB,0.0,2.2,2.2,0.0,3000,NYJ,0.0
Rashard,Cle@Phi 01:00PM ET,7147535,Higgins,Rashard Higgins,Rashard Higgins (7147535),PHI,WR,0.0,3.8,3.8,0.0,3000,CLE,0.0
Peyton,TB@Atl 01:00PM ET,7147290,Barber,Peyton Barber,Peyton Barber (7147290),ATL,RB,0.0,0.0,0.0,0.0,3000,TB,0.0
Mario,Cin@NYJ 01:00PM ET,7147560,Alford,Mario Alford,Mario Alford (7147560),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Johnny,Oak@NO 01:00PM ET,7147583,Holton,Johnny Holton,Johnny Holton (7147583),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Vince,NYG@Dal 04:25PM ET,7147725,Mayle,Vince Mayle,Vince Mayle (7147725),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Taylor,Cle@Phi 01:00PM ET,7147536,Gabriel,Taylor Gabriel,Taylor Gabriel (7147536),PHI,WR,0.0,0.0,0.620196263026,0.0,3000,CLE,0.0
Jace,Det@Ind 04:25PM ET,7147750,Billingsley,Jace Billingsley,Jace Billingsley (7147750),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Kieran,Chi@Hou 01:00PM ET,7147656,Duncan,Kieran Duncan,Kieran Duncan (7147656),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Jake,Oak@NO 01:00PM ET,7147584,Lampman,Jake Lampman,Jake Lampman (7147584),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Corey,TB@Atl 01:00PM ET,7147491,Washington,Corey Washington,Corey Washington (7147491),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Torrence,SD@KC 01:00PM ET,7147606,Allen,Torrence Allen,Torrence Allen (7147606),KC,WR,0.0,0.0,0.0,0.0,3000,SD,0.0
Geronimo,GB@Jax 01:00PM ET,7147680,Allison,Geronimo Allison,Geronimo Allison (7147680),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
Roger,NYG@Dal 04:25PM ET,7147726,Lewis,Roger Lewis,Roger Lewis (7147726),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Tyreek,SD@KC 01:00PM ET,7147607,Hill,Tyreek Hill,Tyreek Hill (7147607),SD,WR,0.0,0.0,1.82252667016,0.0,3000,KC,0.0
Antwane,Cin@NYJ 01:00PM ET,7147561,Grant,Antwane Grant,Antwane Grant (7147561),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Seantavius,SD@KC 01:00PM ET,7147608,Jones,Seantavius Jones,Seantavius Jones (7147608),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Hunter,Cle@Phi 01:00PM ET,7147537,Sharp,Hunter Sharp,Hunter Sharp (7147537),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Harvey,GB@Jax 01:00PM ET,7147681,Binford,Harvey Binford,Harvey Binford (7147681),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
Montario,Mia@Sea 04:05PM ET,7147704,Hunter,Montario Hunter,Montario Hunter (7147704),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Rasheed,GB@Jax 01:00PM ET,7147682,Bailey,Rasheed Bailey,Rasheed Bailey (7147682),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Joshua,Det@Ind 04:25PM ET,7147751,Stangby,Joshua Stangby,Joshua Stangby (7147751),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Donteea,TB@Atl 01:00PM ET,7147492,Dye,Donteea Dye,Donteea Dye (7147492),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Ben,Min@Ten 01:00PM ET,7147512,Roberts,Ben Roberts,Ben Roberts (7147512),MIN,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0
Anthony,NYG@Dal 04:25PM ET,7147727,Dable,Anthony Dable,Anthony Dable (7147727),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Moritz,Min@Ten 01:00PM ET,7147513,Boehringer,Moritz Boehringer,Moritz Boehringer (7147513),TEN,WR,0.0,0.0,0.0,0.0,3000,MIN,0.0
Cedric,Cle@Phi 01:00PM ET,7147321,O'Neal,Cedric O'Neal,Cedric O'Neal (7147321),CLE,RB,0.0,0.0,0.0,0.0,3000,PHI,0.0
Wendall,Chi@Hou 01:00PM ET,7147657,Williams,Wendall Williams,Wendall Williams (7147657),CHI,WR,0.0,0.0,0.0,0.0,3000,HOU,0.0
Alstevis,GB@Jax 01:00PM ET,7147410,Squirewell,Alstevis Squirewell,Alstevis Squirewell (7147410),JAX,RB,0.0,0.0,0.0,0.0,3000,GB,0.0
C.J.,Min@Ten 01:00PM ET,7147307,Ham,C.J. Ham,C.J. Ham (7147307),TEN,RB,0.0,0.0,0.0,0.0,3000,MIN,0.0
Rashaun,Cin@NYJ 01:00PM ET,7147562,Simonise,Rashaun Simonise,Rashaun Simonise (7147562),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Franky,NE@Ari 08:30PM ET,7147773,Okafor,Franky Okafor,Franky Okafor (7147773),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Jared,GB@Jax 01:00PM ET,7147878,Cook,Jared Cook,Jared Cook (7147878),JAX,TE,11.01,9.5,9.5,6.6,2900,GB,6.0
Larry,NYG@Dal 04:25PM ET,7147902,Donnell,Larry Donnell,Larry Donnell (7147902),DAL,TE,5.71,4.6,4.6,0.0,2900,NYG,0.0
Cameron,TB@Atl 01:00PM ET,7147782,Brate,Cameron Brate,Cameron Brate (7147782),ATL,TE,6.74,5.8,5.8,5.43,2900,TB,0.0
Jacob,TB@Atl 01:00PM ET,7147774,Tamme,Jacob Tamme,Jacob Tamme (7147774),TB,TE,8.68,6.5,6.5,5.82,2800,ATL,0.0
Austin,TB@Atl 01:00PM ET,7147783,Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins (7147783),ATL,TE,8.85,5.4,5.4,7.11,2800,TB,0.0
Marcedes,GB@Jax 01:00PM ET,7147877,Lewis,Marcedes Lewis,Marcedes Lewis (7147877),GB,TE,2.39,1.6,1.6,0.0,2700,JAX,0.0
Brent,Cle@Phi 01:00PM ET,7147802,Celek,Brent Celek,Brent Celek (7147802),CLE,TE,6.42,4.6,4.6,0.0,2700,PHI,0.0
Darren,NE@Ari 08:30PM ET,7147926,Fells,Darren Fells,Darren Fells (7147926),NE,TE,5.11,3.8,3.8,0.0,2700,ARI,0.0
Luke,Mia@Sea 04:05PM ET,7147891,Willson,Luke Willson,Luke Willson (7147891),MIA,TE,6.93,4.2,4.2,0.0,2700,SEA,0.0
Tyler,Cin@NYJ 01:00PM ET,7147822,Kroft,Tyler Kroft,Tyler Kroft (7147822),NYJ,TE,7.68,8.5,8.5,5.06,2700,CIN,7.0
Jace,Cin@NYJ 01:00PM ET,7147824,Amaro,Jace Amaro,Jace Amaro (7147824),CIN,TE,5.44,0.0,0.0,4.03,2700,NYJ,0.0
Dennis,Buf@Bal 01:00PM ET,7147854,Pitta,Dennis Pitta,Dennis Pitta (7147854),BUF,TE,7.49,7.3,7.3,0.0,2600,BAL,8.0
Mychal,Oak@NO 01:00PM ET,7147831,Rivera,Mychal Rivera,Mychal Rivera (7147831),NO,TE,0.0,4.2,4.2,0.0,2600,OAK,0.0
Ryan,Chi@Hou 01:00PM ET,7147869,Griffin,Ryan Griffin,Ryan Griffin (7147869),CHI,TE,6.88,5.9,5.9,0.0,2600,HOU,0.0
Gavin,NYG@Dal 04:25PM ET,7147904,Escobar,Gavin Escobar,Gavin Escobar (7147904),NYG,TE,2.1,1.5,1.5,0.0,2600,DAL,0.0
Crockett,Buf@Bal 01:00PM ET,7147859,Gillmore,Crockett Gillmore,Crockett Gillmore (7147859),BUF,TE,10.03,4.8,4.8,5.3,2600,BAL,0.0
Maxx,Buf@Bal 01:00PM ET,7147863,Williams,Maxx Williams,Maxx Williams (7147863),BUF,TE,5.58,1.8,1.8,6.49,2600,BAL,0.0
Craig,Min@Ten 01:00PM ET,7147788,Stevens,Craig Stevens,Craig Stevens (7147788),MIN,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0
Clark,Cin@NYJ 01:00PM ET,7147815,Harris,Clark Harris,Clark Harris (7147815),NYJ,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0
Anthony,Min@Ten 01:00PM ET,7147789,Fasano,Anthony Fasano,Anthony Fasano (7147789),MIN,TE,4.02,1.5,1.5,0.0,2500,TEN,0.0
Brandon,Det@Ind 04:25PM ET,7147913,Pettigrew,Brandon Pettigrew,Brandon Pettigrew (7147913),IND,TE,1.76,0.0,0.0,0.0,2500,DET,0.0
Kellen,Cin@NYJ 01:00PM ET,7147816,Davis,Kellen Davis,Kellen Davis (7147816),CIN,TE,2.6,3.8,3.8,3.38,2500,NYJ,0.0
Brandon,TB@Atl 01:00PM ET,7147775,Myers,Brandon Myers,Brandon Myers (7147775),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
Bear,NE@Ari 08:30PM ET,7147927,Pascoe,Bear Pascoe,Bear Pascoe (7147927),ARI,TE,0.0,0.0,0.0,0.0,2500,NE,0.0
Tony,Chi@Hou 01:00PM ET,7147865,Moeaki,Tony Moeaki,Tony Moeaki (7147865),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Clay,NE@Ari 08:30PM ET,7147928,Harbor,Clay Harbor,Clay Harbor (7147928),ARI,TE,0.0,0.0,0.0,0.0,2500,NE,0.0
Andrew,TB@Atl 01:00PM ET,7147776,DePaola,Andrew DePaola,Andrew DePaola (7147776),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
Jim,Buf@Bal 01:00PM ET,7147855,Dray,Jim Dray,Jim Dray (7147855),BAL,TE,0.0,1.3,1.3,0.0,2500,BUF,0.0
Rob,Chi@Hou 01:00PM ET,7147866,Housler,Rob Housler,Rob Housler (7147866),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Matthew,Det@Ind 04:25PM ET,7147914,Mulligan,Matthew Mulligan,Matthew Mulligan (7147914),IND,TE,0.0,0.0,0.0,0.0,2500,DET,0.0
Jermaine,NE@Ari 08:30PM ET,7147930,Gresham,Jermaine Gresham,Jermaine Gresham (7147930),NE,TE,2.59,2.8,2.8,0.0,2500,ARI,0.0
Jeff,SD@KC 01:00PM ET,7147841,Cumberland,Jeff Cumberland,Jeff Cumberland (7147841),KC,TE,0.0,0.0,0.0,0.0,2500,SD,0.0
Michael,Oak@NO 01:00PM ET,7147828,Hoomanawanui,Michael Hoomanawanui,Michael Hoomanawanui (7147828),OAK,TE,0.0,1.4,1.4,0.0,2500,NO,0.0
Lee,Oak@NO 01:00PM ET,7147829,Smith,Lee Smith,Lee Smith (7147829),NO,TE,0.0,0.0,0.0,0.0,2500,OAK,0.0
Luke,TB@Atl 01:00PM ET,7147777,Stocker,Luke Stocker,Luke Stocker (7147777),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
Konrad,Det@Ind 04:25PM ET,7147915,Reuland,Konrad Reuland,Konrad Reuland (7147915),DET,TE,0.0,0.0,0.0,0.0,2500,IND,0.0
Sean,SD@KC 01:00PM ET,7147842,McGrath,Sean McGrath,Sean McGrath (7147842),KC,TE,0.0,0.0,0.0,0.0,2500,SD,0.0
Rhett,Min@Ten 01:00PM ET,7147791,Ellison,Rhett Ellison,Rhett Ellison (7147791),TEN,TE,0.0,1.4,1.4,0.0,2500,MIN,0.0
Ifeanyi,NE@Ari 08:30PM ET,7147932,Momah,Ifeanyi Momah,Ifeanyi Momah (7147932),NE,TE,0.0,0.0,0.0,0.0,2500,ARI,0.0
Emil,Det@Ind 04:25PM ET,7147916,Igwenagu,Emil Igwenagu,Emil Igwenagu (7147916),DET,TE,0.0,0.0,0.0,0.0,2500,IND,0.0
Patrick,Chi@Hou 01:00PM ET,7147867,Scales,Patrick Scales,Patrick Scales (7147867),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Zach,Cin@NYJ 01:00PM ET,7147817,Sudfeld,Zach Sudfeld,Zach Sudfeld (7147817),CIN,TE,0.0,0.0,0.0,0.0,2500,NYJ,0.0
James,NYG@Dal 04:25PM ET,7147903,Hanna,James Hanna,James Hanna (7147903),NYG,TE,0.0,1.7,1.7,0.0,2500,DAL,0.0
Chris,Cle@Phi 01:00PM ET,7147804,Pantale,Chris Pantale,Chris Pantale (7147804),CLE,TE,0.0,0.0,0.0,0.0,2500,PHI,0.0
Beau,Min@Ten 01:00PM ET,7147792,Brinkley,Beau Brinkley,Beau Brinkley (7147792),MIN,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0
Kevin,Min@Ten 01:00PM ET,7147793,McDermott,Kevin McDermott,Kevin McDermott (7147793),TEN,TE,0.0,0.0,0.0,0.0,2500,MIN,0.0
MarQueis,Mia@Sea 04:05PM ET,7147890,Gray,MarQueis Gray,MarQueis Gray (7147890),SEA,TE,0.0,0.0,0.0,0.0,2500,MIA,0.0
Greg,Chi@Hou 01:00PM ET,7147868,Scruggs,Greg Scruggs,Greg Scruggs (7147868),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Chris,Buf@Bal 01:00PM ET,7147857,Gragg,Chris Gragg,Chris Gragg (7147857),BAL,TE,0.0,0.0,0.0,0.0,2500,BUF,0.0
